Model Name,Hyperparameter,Train Size,Validation Size,TP,FP,TN,FN,Accuracy,Precision,Recall,Specificity,F1-Score,MCC,AUROC,Hinge Loss
KNN,"k=3, weights='uniform', metric='euclidean",1306,326,352,401,463,416,0.49939999999999996,0.4668,0.4586,0.4586,0.46159999999999995,-0.006000000000000001,0.46299999999999997,1.0012082324909475
KNN,"k=3, weights='uniform', metric='manhattan",1306,326,327,400,464,441,0.4848,0.44960000000000006,0.426,0.426,0.437,-0.037200000000000004,0.434,1.0306410761524174
KNN,"k=3, weights='distance', metric='euclidean",1306,326,354,401,463,414,0.5008,0.46840000000000004,0.4614,0.4614,0.4640000000000001,-0.003199999999999999,0.4652,0.9987579970357029
KNN,"k=3, weights='distance', metric='manhattan",1306,326,327,400,464,441,0.4848,0.44960000000000006,0.426,0.426,0.437,-0.037200000000000004,0.434,1.0306410761524174
KNN,"k=5, weights='uniform', metric='euclidean",1306,326,346,391,473,422,0.5018,0.4676,0.4508,0.4508,0.4574,-0.001999999999999999,0.45599999999999996,0.9963040093056417
KNN,"k=5, weights='uniform', metric='manhattan",1306,326,338,389,475,430,0.49820000000000003,0.46419999999999995,0.44020000000000004,0.44020000000000004,0.45120000000000005,-0.010199999999999999,0.4468,1.0036359542972928
KNN,"k=5, weights='distance', metric='euclidean",1306,326,349,395,469,419,0.5014,0.4678,0.45459999999999995,0.45459999999999995,0.4598,-0.0028000000000000026,0.4596,0.9975197463462224
KNN,"k=5, weights='distance', metric='manhattan",1306,326,337,388,476,431,0.49820000000000003,0.46419999999999995,0.43879999999999997,0.43879999999999997,0.4506,-0.0104,0.44560000000000005,1.0036359542972926
KNN,"k=7, weights='uniform', metric='euclidean",1306,326,336,389,475,432,0.497,0.4612,0.438,0.438,0.4476,-0.013000000000000001,0.44460000000000005,1.0060674283784545
KNN,"k=7, weights='uniform', metric='manhattan",1306,326,319,375,489,449,0.4952,0.45899999999999996,0.4156000000000001,0.4156000000000001,0.4354,-0.0188,0.42460000000000003,1.0097784281720794
KNN,"k=7, weights='distance', metric='euclidean",1306,326,337,387,477,431,0.49879999999999997,0.46399999999999997,0.43900000000000006,0.43900000000000006,0.4497999999999999,-0.008999999999999996,0.44539999999999996,1.002390199058179
KNN,"k=7, weights='distance', metric='manhattan",1306,326,318,374,490,450,0.4952,0.4588,0.4144,0.4144,0.4346,-0.019,0.4236000000000001,1.0097784281720794
KNN,"k=9, weights='uniform', metric='euclidean",1306,326,332,394,470,436,0.4915999999999999,0.457,0.43260000000000004,0.43260000000000004,0.4434,-0.023599999999999996,0.43979999999999997,1.0171328868126301
KNN,"k=9, weights='uniform', metric='manhattan",1306,326,318,362,502,450,0.5024,0.4686,0.414,0.414,0.4391999999999999,-0.004599999999999998,0.42379999999999995,0.9951182904635936
KNN,"k=9, weights='distance', metric='euclidean",1306,326,333,390,474,435,0.4944,0.4608,0.43360000000000004,0.43360000000000004,0.446,-0.0178,0.44079999999999997,1.0109941652126602
KNN,"k=9, weights='distance', metric='manhattan",1306,326,316,361,503,452,0.502,0.4678,0.41159999999999997,0.41159999999999997,0.43739999999999996,-0.006199999999999999,0.42119999999999996,0.9963452843286241
KNN,"k=11, weights='uniform', metric='euclidean",1306,326,311,380,484,457,0.48719999999999997,0.4502,0.40499999999999997,0.40499999999999997,0.42540000000000006,-0.034999999999999996,0.4154,1.025691825669312
KNN,"k=11, weights='uniform', metric='manhattan",1306,326,325,357,507,443,0.5098,0.47640000000000005,0.4234,0.4234,0.44799999999999995,0.0102,0.4316,0.9803981163580421
KNN,"k=11, weights='distance', metric='euclidean",1306,326,316,384,480,452,0.4878,0.4514,0.41159999999999997,0.41159999999999997,0.43,-0.0332,0.42119999999999996,1.0244723363539145
KNN,"k=11, weights='distance', metric='manhattan",1306,326,325,361,503,443,0.5072,0.47379999999999994,0.4234,0.4234,0.4466,0.005399999999999999,0.4316,0.9853023395433482
KNN,"k=13, weights='uniform', metric='euclidean",1306,326,312,383,481,456,0.48600000000000004,0.45120000000000005,0.4064,0.4064,0.42699999999999994,-0.0366,0.4168,1.0281383088497402
KNN,"k=13, weights='uniform', metric='manhattan",1306,326,304,345,519,464,0.5042000000000001,0.46840000000000004,0.396,0.396,0.4284,-0.0033999999999999994,0.4076000000000001,0.9914147952196017
KNN,"k=13, weights='distance', metric='euclidean",1306,326,314,390,474,454,0.483,0.4476,0.409,0.409,0.42700000000000005,-0.042600000000000006,0.41899999999999993,1.034269525900077
KNN,"k=13, weights='distance', metric='manhattan",1306,326,305,349,515,463,0.5024,0.4664,0.3974,0.3974,0.4282,-0.0068000000000000005,0.4084,0.9950920245398773
KNN,"k=15, weights='uniform', metric='euclidean",1306,326,295,354,510,473,0.4934,0.45620000000000005,0.3842,0.3842,0.4162,-0.0254,0.3968,1.013425639293822
KNN,"k=15, weights='uniform', metric='manhattan",1306,326,301,348,516,467,0.5006,0.4636,0.3922,0.3922,0.42380000000000007,-0.011199999999999998,0.40360000000000007,0.9988030243335022
KNN,"k=15, weights='distance', metric='euclidean",1306,326,292,362,502,476,0.4866,0.44899999999999995,0.38039999999999996,0.38039999999999996,0.41080000000000005,-0.0386,0.3938,1.0269113149847093
KNN,"k=15, weights='distance', metric='manhattan",1306,326,304,351,513,464,0.5006,0.46420000000000006,0.3962,0.3962,0.4266,-0.0104,0.4072,0.9988067766083187
